index,voted
0,1.5241048336029053
1,1.9367711544036865
2,1.466508150100708
3,1.1484709978103638
4,1.655117392539978
5,1.4251255989074707
6,1.8676155805587769
7,1.4397869110107422
8,1.3070902824401855
9,1.570083498954773
10,1.2877055406570435
11,1.8170185089111328
12,1.3904975652694702
13,1.5392096042633057
14,1.340942621231079
15,1.9696089029312134
16,1.754218578338623
17,1.3157484531402588
18,1.3884170055389404
19,1.4059640169143677
20,1.3833229541778564
21,1.403153419494629
22,1.189233422279358
23,1.3331631422042847
24,1.7074801921844482
25,1.1279329061508179
26,1.9712927341461182
27,1.413679838180542
28,1.3701130151748657
29,1.2361420392990112
30,1.4550349712371826
31,1.7951924800872803
32,1.199319839477539
33,1.5060279369354248
34,1.482386589050293
35,1.1428313255310059
36,1.3257925510406494
37,1.397012710571289
38,1.351189136505127
39,1.3174216747283936
40,1.3747361898422241
41,1.911879301071167
42,1.866711139678955
43,1.5638234615325928
44,1.9795113801956177
45,1.319098949432373
46,1.6721515655517578
47,1.9788155555725098
48,1.4490396976470947
49,1.9319257736206055
50,1.1925904750823975
51,1.9114751815795898
52,1.4470137357711792
53,1.8366564512252808
54,1.992838740348816
55,1.5394099950790405
56,1.530543327331543
57,1.597538709640503
58,1.8086175918579102
59,1.2721195220947266
60,1.9093576669692993
61,1.4714146852493286
62,1.4409239292144775
63,1.4814050197601318
64,1.3160862922668457
65,1.652978539466858
66,1.3306872844696045
67,1.2690668106079102
68,1.4330015182495117
69,1.4400079250335693
70,1.2212878465652466
71,1.4343531131744385
72,1.226077914237976
73,1.690716028213501
74,1.8644828796386719
75,1.4128410816192627
76,1.6956645250320435
77,1.2739927768707275
78,1.4678705930709839
79,1.3501958847045898
80,1.9898042678833008
81,1.346296787261963
82,1.4159190654754639
83,1.3681576251983643
84,1.747573971748352
85,1.3844082355499268
86,1.7660419940948486
87,1.383561372756958
88,1.2849644422531128
89,1.7121620178222656
90,1.9909660816192627
91,1.330570101737976
92,1.286905288696289
93,1.3638508319854736
94,1.548213243484497
95,1.8451898097991943
96,1.492043137550354
97,1.9380829334259033
98,1.4346249103546143
99,1.4909217357635498
100,1.207858920097351
101,1.4036167860031128
102,1.722717046737671
103,1.3502254486083984
104,1.1902587413787842
105,1.368830919265747
106,1.3410542011260986
107,1.4006140232086182
108,1.7087916135787964
109,1.2730273008346558
110,1.5908247232437134
111,1.2495388984680176
112,1.8483664989471436
113,1.8181072473526
114,1.9325835704803467
115,1.9783201217651367
116,1.4265918731689453
117,1.268106460571289
118,1.2198561429977417
119,1.2760934829711914
120,1.3955625295639038
121,1.7754180431365967
122,1.9944123029708862
123,1.2480239868164062
124,1.2895827293395996
125,1.5247840881347656
126,1.9861537218093872
127,1.7498009204864502
128,1.9886045455932617
129,1.5260978937149048
130,1.3657951354980469
131,1.3217655420303345
132,1.2794073820114136
133,1.8378804922103882
134,1.996015191078186
135,1.8558220863342285
136,1.231886625289917
137,1.6849935054779053
138,1.2147843837738037
139,1.9860708713531494
140,1.4612164497375488
141,1.8153674602508545
142,1.1816973686218262
143,1.3081862926483154
144,1.4378819465637207
145,1.3457515239715576
146,1.7955741882324219
147,1.1948801279067993
148,1.4277682304382324
149,1.4102567434310913
150,1.3296246528625488
151,1.3843417167663574
152,1.6703872680664062
153,1.4293453693389893
154,1.536463737487793
155,1.426680326461792
156,1.8469337224960327
157,1.4257725477218628
158,1.9909305572509766
159,1.4081296920776367
160,1.8221170902252197
161,1.3945367336273193
162,1.2977694272994995
163,1.4093260765075684
164,1.592721700668335
165,1.4268162250518799
166,1.3386893272399902
167,1.8685367107391357
168,1.4357391595840454
169,1.9905591011047363
170,1.9928054809570312
171,1.4187146425247192
172,1.2420417070388794
173,1.7616633176803589
174,1.7528982162475586
175,1.6800991296768188
176,1.854665756225586
177,1.4289408922195435
178,1.1737040281295776
179,1.9875774383544922
180,1.9895665645599365
181,1.4658676385879517
182,1.892741084098816
183,1.3662607669830322
184,1.2749072313308716
185,1.3551700115203857
186,1.5428690910339355
187,1.6354936361312866
188,1.6976503133773804
189,1.4743473529815674
190,1.5950372219085693
191,1.5989415645599365
192,1.7883632183074951
193,1.3152551651000977
194,1.4385043382644653
195,1.316462516784668
196,1.3129103183746338
197,1.143543004989624
198,1.2515257596969604
199,1.5228854417800903
200,1.3494794368743896
201,1.4785270690917969
202,1.2197083234786987
203,1.2447285652160645
204,1.9862070083618164
205,1.1988390684127808
206,1.3076584339141846
207,1.2878847122192383
208,1.230155110359192
209,1.8115205764770508
210,1.9962248802185059
211,1.3821247816085815
212,1.237576961517334
213,1.9869585037231445
214,1.2860772609710693
215,1.3889328241348267
216,1.7410497665405273
217,1.292721152305603
218,1.2095855474472046
219,1.2841217517852783
220,1.4108798503875732
221,1.3368335962295532
222,1.8618104457855225
223,1.2017453908920288
224,1.3707484006881714
225,1.296123743057251
226,1.3882410526275635
227,1.995880365371704
228,1.4152482748031616
229,1.3808670043945312
230,1.3371529579162598
231,1.3043946027755737
232,1.2425472736358643
233,1.7895385026931763
234,1.9900662899017334
235,1.6709816455841064
236,1.9846255779266357
237,1.7942235469818115
238,1.779874563217163
239,1.4020471572875977
240,1.5132150650024414
241,1.4574828147888184
242,1.2978417873382568
243,1.6805392503738403
244,1.4046571254730225
245,1.2242666482925415
246,1.3362326622009277
247,1.6507209539413452
248,1.234456181526184
249,1.785482406616211
250,1.8209500312805176
251,1.2342605590820312
252,1.4206727743148804
253,1.5512651205062866
254,1.2051008939743042
255,1.3498903512954712
256,1.2216699123382568
257,1.332506775856018
258,1.836268424987793
259,1.3795483112335205
260,1.984135627746582
261,1.4168366193771362
262,1.3229005336761475
263,1.596219539642334
264,1.3525943756103516
265,1.250203013420105
266,1.7030889987945557
267,1.8115867376327515
268,1.5076578855514526
269,1.7234373092651367
270,1.3405065536499023
271,1.3301670551300049
272,1.473335862159729
273,1.3289445638656616
274,1.3085111379623413
275,1.511392593383789
276,1.9948636293411255
277,1.982988715171814
278,1.4874908924102783
279,1.2591321468353271
280,1.4132533073425293
281,1.7963511943817139
282,1.702826738357544
283,1.4102767705917358
284,1.3042340278625488
285,1.3595706224441528
286,1.303176999092102
287,1.2791205644607544
288,1.205366611480713
289,1.7991431951522827
290,1.149938702583313
291,1.771254301071167
292,1.241979956626892
293,1.5659663677215576
294,1.5456137657165527
295,1.342815637588501
296,1.270239233970642
297,1.1296887397766113
298,1.3015351295471191
299,1.7291877269744873
300,1.7996881008148193
301,1.6069152355194092
302,1.8037408590316772
303,1.3838684558868408
304,1.9928648471832275
305,1.8392590284347534
306,1.4226539134979248
307,1.396353006362915
308,1.4861258268356323
309,1.661164402961731
310,1.2307395935058594
311,1.7058436870574951
312,1.501598596572876
313,1.6866588592529297
314,1.2638649940490723
315,1.9872386455535889
316,1.388162612915039
317,1.4155378341674805
318,1.429908275604248
319,1.2854605913162231
320,1.4409725666046143
321,1.3931255340576172
322,1.5774226188659668
323,1.3643317222595215
324,1.4468576908111572
325,1.3667683601379395
326,1.3232314586639404
327,1.3791756629943848
328,1.2505356073379517
329,1.7975835800170898
330,1.9912281036376953
331,1.270665168762207
332,1.3319401741027832
333,1.5721611976623535
334,1.9926555156707764
335,1.7435247898101807
336,1.3906943798065186
337,1.6266913414001465
338,1.5086419582366943
339,1.904879093170166
340,1.8931403160095215
341,1.228622555732727
342,1.7742364406585693
343,1.3149855136871338
344,1.5925959348678589
345,1.3737576007843018
346,1.3025176525115967
347,1.8602253198623657
348,1.3117058277130127
349,1.295243740081787
350,1.9819507598876953
351,1.9791769981384277
352,1.197319507598877
353,1.3146404027938843
354,1.8004655838012695
355,1.2394152879714966
356,1.7736046314239502
357,1.4195423126220703
358,1.9952127933502197
359,1.2641041278839111
360,1.8405044078826904
361,1.7545287609100342
362,1.5985126495361328
363,1.7655165195465088
364,1.466691255569458
365,1.7526590824127197
366,1.4604878425598145
367,1.6268742084503174
368,1.2583253383636475
369,1.286704421043396
370,1.3448033332824707
371,1.6684514284133911
372,1.3001925945281982
373,1.6804425716400146
374,1.322938084602356
375,1.9065173864364624
376,1.2785086631774902
377,1.346635341644287
378,1.3822139501571655
379,1.2871907949447632
380,1.6371986865997314
381,1.693494200706482
382,1.4686824083328247
383,1.7390406131744385
384,1.330080270767212
385,1.261179804801941
386,1.3776335716247559
387,1.340319275856018
388,1.675704002380371
389,1.3209067583084106
390,1.5297635793685913
391,1.5478501319885254
392,1.3409587144851685
393,1.4794179201126099
394,1.2028671503067017
395,1.6449105739593506
396,1.300811767578125
397,1.4188240766525269
398,1.7931039333343506
399,1.2727930545806885
400,1.3880749940872192
401,1.839715600013733
402,1.493431568145752
403,1.9853706359863281
404,1.3744218349456787
405,1.3439078330993652
406,1.1699773073196411
407,1.3843040466308594
408,1.3231542110443115
409,1.5003379583358765
410,1.3707069158554077
411,1.454746127128601
412,1.465334177017212
413,1.575801968574524
414,1.2829521894454956
415,1.3895907402038574
416,1.4344422817230225
417,1.9053620100021362
418,1.9890177249908447
419,1.540196180343628
420,1.6200981140136719
421,1.3002147674560547
422,1.3204631805419922
423,1.3766043186187744
424,1.1814175844192505
425,1.1974560022354126
426,1.2694017887115479
427,1.3994359970092773
428,1.3318599462509155
429,1.237743616104126
430,1.3560665845870972
431,1.263077974319458
432,1.3270416259765625
433,1.3487216234207153
